PassengerId,Survived,Sex,Age,Fare,Mr,Miss,Mrs,Master,Pclass_1,Pclass_2,Pclass_3,Embarked_S,Embarked_C,Embarked_Q
46,0,0,0.34656948982156316,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
47,0,0,0.34656948982156316,0.030253985132996517,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
48,1,1,0.34656948982156316,0.015126992566498259,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,0,0,0.34656948982156316,0.04231498029001666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
50,0,1,0.22090977632571,0.034743286152731485,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
51,0,0,0.08268409148027142,0.07746484096553544,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
52,0,0,0.2586076903744659,0.01522458606692728,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
53,1,1,0.610454888162855,0.1497654242623688,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
54,1,1,0.35913546117114853,0.050748620223090936,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
55,0,0,0.8115104297562202,0.1209753416358076,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
56,1,0,0.34656948982156316,0.06929138530460494,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
57,1,1,0.2586076903744659,0.020494635090094415,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
58,0,0,0.35285247549635584,0.014110458666029575,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
59,1,1,0.05755214878110078,0.05416439273810667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
60,0,0,0.1329479768786127,0.09154270340242172,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
61,0,0,0.2711736617240512,0.014110458666029575,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
62,1,1,0.4722292033174164,0.15614960068643363,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
63,0,0,0.5601910027645137,0.16293234896625058,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
64,0,0,0.04498617743151546,0.05445717323939373,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
65,0,0,0.34656948982156316,0.05410739813385612,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
66,1,0,0.34656948982156316,0.029757819776815374,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
67,1,1,0.35913546117114853,0.020494635090094415,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
68,0,0,0.2334757476752953,0.015923941091001644,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
69,1,1,0.20834380497612465,0.015468569817999833,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
70,0,0,0.32143754712239253,0.016908073949327893,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
71,0,0,0.39683337521990447,0.020494635090094415,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
72,0,1,0.19577783362653933,0.09154270340242172,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
73,0,0,0.2586076903744659,0.1434624456306609,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
74,0,0,0.32143754712239253,0.028212719478023115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
75,1,0,0.39683337521990447,0.11027245763075773,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
76,0,0,0.3088715757728072,0.014931805565640218,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
77,0,0,0.34656948982156316,0.015411575213749286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
78,0,0,0.34656948982156316,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
79,1,0,0.005152048253329982,0.056604230248832196,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
80,1,1,0.37170143252073384,0.024349578357040744,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
81,0,0,0.2711736617240512,0.017566830077223785,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
82,1,0,0.35913546117114853,0.018542765081513996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
83,1,1,0.34656948982156316,0.015200187691820024,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
84,0,0,0.34656948982156316,0.09193307740413781,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
85,1,1,0.20834380497612465,0.020494635090094415,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
86,1,1,0.4093993465694898,0.030937139635999665,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
87,0,0,0.19577783362653933,0.06709553154495196,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
88,0,0,0.34656948982156316,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
89,1,1,0.2837396330736366,0.5133418122566507,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
90,0,0,0.2963056044232219,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
91,0,0,0.35913546117114853,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
92,0,0,0.24604171902488062,0.015330377421392339,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
93,0,0,0.5727569741140991,0.11940564777490723,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
94,0,0,0.32143754712239253,0.04015972542654215,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
95,0,0,0.7361146016587082,0.014151057562208049,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
96,0,0,0.34656948982156316,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
97,0,0,0.8869062578537321,0.06764049365134761,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
98,1,0,0.2837396330736366,0.12366716556464086,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
99,1,1,0.4219653179190751,0.044893010197349675,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
100,0,0,0.4219653179190751,0.050748620223090936,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
101,0,1,0.34656948982156316,0.015411575213749286,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
102,0,0,0.34656948982156316,0.015411575213749286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
103,0,0,0.2586076903744659,0.15085515328815924,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
104,0,0,0.4093993465694898,0.016891873428256675,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
105,0,0,0.4596632319678311,0.015468569817999833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
106,0,0,0.34656948982156316,0.015411575213749286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
107,1,1,0.2586076903744659,0.014931805565640218,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
108,1,0,0.34656948982156316,0.015175789316712771,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
109,0,0,0.4722292033174164,0.015411575213749286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
110,1,1,0.34656948982156316,0.04713766070721715,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
111,0,0,0.5853229454636844,0.10149724044618187,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
112,0,1,0.17692887660216136,0.028212719478023115,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
113,0,0,0.2711736617240512,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
114,0,1,0.24604171902488062,0.019177122834302632,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
115,0,1,0.20834380497612465,0.028220722145058292,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
116,0,0,0.2586076903744659,0.015468569817999833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
117,0,0,0.8806232721789394,0.015126992566498259,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
118,0,0,0.35913546117114853,0.04098927018018883,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
119,0,0,0.2963056044232219,0.4831284260198326,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
120,0,1,0.01985423473234481,0.06104473451835265,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
121,0,0,0.2586076903744659,0.1434624456306609,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
122,0,0,0.34656948982156316,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
123,0,0,0.40311636089469716,0.058694292654020104,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
124,1,1,0.40311636089469716,0.025374310111545468,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
125,0,0,0.6732847449107816,0.15085515328815924,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
126,1,0,0.14551394822819805,0.021942337075458514,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
127,0,0,0.34656948982156316,0.015126992566498259,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
128,1,0,0.2963056044232219,0.01393967004027879,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
129,1,1,0.34656948982156316,0.04364049521284362,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
130,0,0,0.5601910027645137,0.013614293309848433,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
131,0,0,0.4093993465694898,0.015411575213749286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
132,0,0,0.24604171902488062,0.013760683560491965,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
133,0,1,0.5853229454636844,0.028302115124416098,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
134,1,1,0.35913546117114853,0.050748620223090936,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
135,0,0,0.3088715757728072,0.025374310111545468,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
136,0,0,0.2837396330736366,0.02936744577509929,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
137,1,1,0.2334757476752953,0.051301584996521765,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
138,0,0,0.4596632319678311,0.10364429745562033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
139,0,0,0.19577783362653933,0.01798980030808316,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
140,0,0,0.2963056044232219,0.15458810467956932,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
141,0,1,0.34656948982156316,0.029757819776815374,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
142,1,1,0.2711736617240512,0.015126992566498259,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
143,1,1,0.2963056044232219,0.030937139635999665,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
144,0,0,0.2334757476752953,0.013175122557917838,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
145,0,0,0.22090977632571,0.022446505098674838,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
146,0,0,0.2334757476752953,0.07173122281533045,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
147,1,0,0.33400351847197784,0.015216388212891242,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
148,0,1,0.10781603417944208,0.06709553154495196,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
149,0,0,0.4533802462930384,0.050748620223090936,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
150,0,0,0.5224930887157577,0.025374310111545468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
151,0,0,0.6355868308620256,0.02444717185746977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
152,1,1,0.2711736617240512,0.12999454257145598,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
153,0,0,0.6921337019351597,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
154,0,0,0.5036441316913798,0.028302115124416098,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
155,0,0,0.34656948982156316,0.014273049437744325,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
156,0,0,0.6355868308620256,0.11980421963065935,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
157,1,1,0.19577783362653933,0.015094396337354966,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
158,0,0,0.37170143252073384,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
159,0,0,0.34656948982156316,0.016908073949327893,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
160,0,0,0.34656948982156316,0.13575255909676825,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
161,0,0,0.5476250314149284,0.031425107138144774,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
162,1,1,0.49736114601658704,0.030741952635141623,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
163,0,0,0.32143754712239253,0.015175789316712771,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
164,0,0,0.20834380497612465,0.016908073949327893,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
165,0,0,0.007288263382759488,0.07746484096553544,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
166,1,0,0.10781603417944208,0.04006213192611313,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
167,1,1,0.34656948982156316,0.10735285047192313,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
168,0,1,0.5601910027645137,0.05445717323939373,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
169,0,0,0.34656948982156316,0.050602229972447406,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
170,0,0,0.34656948982156316,0.11027245763075773,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
171,0,0,0.7612465443578789,0.06538764528744409,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
172,0,0,0.04498617743151546,0.05684821399990475,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
173,1,1,0.007288263382759488,0.021730754366528396,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
174,0,0,0.2586076903744659,0.015468569817999833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
175,0,0,0.6984166876099522,0.05991421140938287,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
176,0,0,0.22090977632571,0.015330377421392339,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
177,0,0,0.34656948982156316,0.049707687947515,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
178,0,1,0.6230208595124404,0.05604306762136532,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
179,0,0,0.37170143252073384,0.025374310111545468,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
180,0,0,0.4470972606182458,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
181,0,1,0.34656948982156316,0.13575255909676825,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
182,0,0,0.34656948982156316,0.02937564362913533,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
183,0,0,0.10781603417944208,0.06126431989431795,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
184,1,0,0.007288263382759488,0.07612293033463641,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
185,1,1,0.04498617743151546,0.04298993693898376,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
186,0,0,0.34656948982156316,0.09759350042902103,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
187,1,1,0.34656948982156316,0.030253985132996517,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
188,1,0,0.5601910027645137,0.051822148727810165,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
189,0,0,0.49736114601658704,0.030253985132996517,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
190,0,0,0.4470972606182458,0.015411575213749286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
191,1,1,0.39683337521990447,0.025374310111545468,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
192,0,0,0.2334757476752953,0.025374310111545468,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
193,1,1,0.2334757476752953,0.015330377421392339,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
194,1,0,0.032420206081930136,0.050748620223090936,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
195,1,1,0.5476250314149284,0.05410739813385612,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
196,1,1,0.723548630309123,0.2859895551532101,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
197,0,0,0.34656948982156316,0.015126992566498259,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
198,0,0,0.5224930887157577,0.01640390592611157,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
199,1,1,0.34656948982156316,0.015126992566498259,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
200,0,1,0.2963056044232219,0.025374310111545468,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
201,0,0,0.34656948982156316,0.018542765081513996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
202,0,0,0.34656948982156316,0.13575255909676825,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
203,0,0,0.4219653179190751,0.012678957201736696,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
204,0,0,0.5664739884393064,0.014102260811993537,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
205,1,0,0.22090977632571,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
206,0,1,0.01985423473234481,0.02042143996477265,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
207,0,0,0.39683337521990447,0.030937139635999665,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
208,1,0,0.32143754712239253,0.036670757786204655,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
209,1,1,0.19577783362653933,0.015126992566498259,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
210,1,0,0.49736114601658704,0.060507970265993034,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
211,0,0,0.2963056044232219,0.013760683560491965,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
212,1,1,0.4345312892686604,0.04098927018018883,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
213,0,0,0.2711736617240512,0.014151057562208049,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
214,0,0,0.37170143252073384,0.025374310111545468,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
215,0,0,0.34656948982156316,0.015126992566498259,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
216,1,1,0.38426740387031916,0.22109807522194713,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
